,호선,역명,지역(시),지역(구),지역(동),지역(로),면적(㎡),카테고리,임대료,승객 수
807,2호선,신림역,서울특별시,관악구,신림동,남부순환로,8.0,카페,"3,921,680",50621572.0
808,2호선,신림역,서울특별시,관악구,신림동,남부순환로,14.0,의류잡화,"5,010,000",50621572.0
809,2호선,신림역,서울특별시,관악구,신림동,남부순환로,13.0,식품제과,"5,783,900",50621572.0
810,2호선,신림역,서울특별시,관악구,신림동,남부순환로,16.0,식당,"7,527,000",50621572.0
811,2호선,신림역,서울특별시,관악구,신림동,남부순환로,15.0,카페,"13,764,794",50621572.0
812,3호선,신사역,서울특별시,강남구,신사동,도산대로,17.36,의류잡화,"887,470",24282489.0
813,3호선,신사역,서울특별시,강남구,신사동,도산대로,18.2,카페,"891,400",24282489.0
814,3호선,신사역,서울특별시,강남구,신사동,도산대로,23.7,의류잡화,"2,844,063",24282489.0
815,3호선,신사역,서울특별시,강남구,신사동,도산대로,23.7,의류잡화,"3,284,815",24282489.0
816,3호선,신사역,서울특별시,강남구,신사동,도산대로,23.7,의류잡화,"4,410,000",24282489.0
817,3호선,신사역,서울특별시,강남구,신사동,도산대로,23.7,소매업,"4,500,000",24282489.0
818,3호선,신사역,서울특별시,강남구,신사동,도산대로,16.0,카페,"5,190,960",24282489.0
819,3호선,신사역,서울특별시,강남구,신사동,도산대로,23.7,화장품,"5,561,000",24282489.0
820,3호선,신사역,서울특별시,강남구,신사동,도산대로,23.7,소매업,"6,483,300",24282489.0
821,3호선,신사역,서울특별시,강남구,신사동,도산대로,29.06,카페,"6,915,082",24282489.0
822,3호선,신사역,서울특별시,강남구,신사동,도산대로,25.39,의류잡화,"8,050,000",24282489.0
823,3호선,신사역,서울특별시,강남구,신사동,도산대로,47.4,의류잡화,"10,010,000",24282489.0
824,3호선,신사역,서울특별시,강남구,신사동,도산대로,31.3,편의점,"11,961,600",24282489.0
825,4호선,신용산역,서울특별시,용산구,한강로2가,한강대로,17.5,소매업,"551,000",11597091.0
826,4호선,신용산역,서울특별시,용산구,한강로3가,한강대로,15.5,소매업,"631,000",11597091.0
827,4호선,신용산역,서울특별시,용산구,한강로4가,한강대로,15.3,소매업,"710,100",11597091.0
828,4호선,신용산역,서울특별시,용산구,한강로5가,한강대로,15.5,소매업,"716,500",11597091.0
829,4호선,신용산역,서울특별시,용산구,한강로6가,한강대로,15.3,식품제과,"802,000",11597091.0
830,4호선,신용산역,서울특별시,용산구,한강로7가,한강대로,15.5,편의점,"860,000",11597091.0
831,4호선,신용산역,서울특별시,용산구,한강로8가,한강대로,31.0,의류잡화,"1,410,800",11597091.0
832,4호선,신용산역,서울특별시,용산구,한강로9가,한강대로,17.8,식품제과,"1,500,000",11597091.0
833,4호선,신용산역,서울특별시,용산구,한강로10가,한강대로,11.4,카페,"1,532,800",11597091.0
834,4호선,신용산역,서울특별시,용산구,한강로11가,한강대로,23.76,소매업,"1,600,000",11597091.0
835,4호선,신용산역,서울특별시,용산구,한강로12가,한강대로,16.95,식품제과,"2,617,800",11597091.0
836,2호선,신정네거리역,서울특별시,양천구,신정동,중앙로,42.45,카페,"2,589,402",7122856.0
837,5호선,신정역,서울특별시,양천구,신정동,오목로,24.0,편의점,"4,548,669",9512381.0
838,7호선,신중동역,경기도,부천시,원미구,원미구,65.0,편의점,"20,403,240",10508678.0
839,2호선,신촌역,서울특별시,마포구,노고산동,신촌로,9.8,의류잡화,"8,100,200",35918861.0
840,2호선,신촌역,서울특별시,마포구,노고산동,신촌로,21.0,의류잡화,"9,500,200",35918861.0
841,2호선,신촌역,서울특별시,마포구,노고산동,신촌로,13.2,식당,"12,000,200",35918861.0
842,2호선,신촌역,서울특별시,마포구,노고산동,신촌로,32.0,의류잡화,"18,300,200",35918861.0
843,2호선,신촌역,서울특별시,마포구,노고산동,신촌로,44.42,편의점,"18,581,100",35918861.0
844,2호선,신촌역,서울특별시,마포구,노고산동,신촌로,30.17,의류잡화,"19,000,000",35918861.0
845,2호선,신촌역,서울특별시,마포구,노고산동,신촌로,18.0,카페,"20,472,215",35918861.0
846,2호선,신촌역,서울특별시,마포구,노고산동,신촌로,33.0,화장품,"43,165,260",35918861.0
847,7호선,신풍역,서울특별시,영등포구,신길동,신풍로,30.0,사무실,"2,556,993",8490345.0
848,7호선,신풍역,서울특별시,영등포구,신길동,신풍로,30.0,화장품,"2,994,007",8490345.0
849,7호선,신풍역,서울특별시,영등포구,신길동,신풍로,46.0,소매업,"3,702,113",8490345.0
850,7호선,신풍역,서울특별시,영등포구,신길동,신풍로,47.0,화장품,"3,782,594",8490345.0
851,7호선,신풍역,서울특별시,영등포구,신길동,신풍로,40.0,식품제과,"3,992,009",8490345.0
852,7호선,신풍역,서울특별시,영등포구,신길동,신풍로,45.0,화장품,"4,491,010",8490345.0
853,7호선,신풍역,서울특별시,영등포구,신길동,신풍로,45.0,화장품,"4,491,010",8490345.0
854,7호선,신풍역,서울특별시,영등포구,신길동,신풍로,32.82,편의점,"6,953,210",8490345.0
855,8호선,신흥역,경기도,성남시,수정구,수정구,40.0,편의점,"6,124,682",3565857.0
856,4호선,쌍문역,서울특별시,도봉구,창동,도봉로,18.48,의류잡화,"805,070",22805419.0
857,4호선,쌍문역,서울특별시,도봉구,창동,도봉로,20.4,의류잡화,"1,222,397",22805419.0
858,4호선,쌍문역,서울특별시,도봉구,창동,도봉로,16.55,의류잡화,"1,616,105",22805419.0
859,4호선,쌍문역,서울특별시,도봉구,창동,도봉로,25.5,의류잡화,"1,650,000",22805419.0
860,4호선,쌍문역,서울특별시,도봉구,창동,도봉로,25.0,의류잡화,"1,666,600",22805419.0
861,4호선,쌍문역,서울특별시,도봉구,창동,도봉로,25.0,의류잡화,"2,002,000",22805419.0
862,4호선,쌍문역,서울특별시,도봉구,창동,도봉로,20.5,의류잡화,"2,040,300",22805419.0
863,4호선,쌍문역,서울특별시,도봉구,창동,도봉로,21.0,카페,"2,347,810",22805419.0
864,4호선,쌍문역,서울특별시,도봉구,창동,도봉로,20.4,의류잡화,"2,550,000",22805419.0
865,4호선,쌍문역,서울특별시,도봉구,창동,도봉로,41.0,의류잡화,"2,801,000",22805419.0
866,4호선,쌍문역,서울특별시,도봉구,창동,도봉로,22.65,식당,"4,839,500",22805419.0
867,4호선,쌍문역,서울특별시,도봉구,창동,도봉로,20.0,의류잡화,"5,107,700",22805419.0
868,4호선,쌍문역,서울특별시,도봉구,창동,도봉로,21.0,식품제과,"5,513,000",22805419.0
869,4호선,쌍문역,서울특별시,도봉구,창동,도봉로,20.95,화장품,"6,651,877",22805419.0
870,5호선,아차산역,서울특별시,광진구,능동,천호대로,19.6,식품제과,"2,000,000",10809123.0
871,5호선,아차산역,서울특별시,광진구,능동,천호대로,48.37,의류잡화,"3,556,078",10809123.0
872,5호선,아차산역,서울특별시,광진구,능동,천호대로,28.72,편의점,"5,882,664",10809123.0
873,5호선,아차산역,서울특별시,광진구,능동,천호대로,19.6,식품제과,"6,299,533",10809123.0
874,5호선,아차산역,서울특별시,광진구,능동,천호대로,31.21,화장품,"8,500,330",10809123.0
875,2호선,아현역,서울특별시,마포구,아현동,신촌로,24.05,편의점,"1,230,000",7684698.0
876,2호선,아현역,서울특별시,마포구,아현동,신촌로,25.0,카페,"1,749,716",7684698.0
877,2호선,아현역,서울특별시,마포구,아현동,신촌로,35.2,화장품,"2,626,349",7684698.0
878,3호선,안국역,서울특별시,종로구,안국동,율곡로,19.09,소매업,"611,000",19148877.0
879,3호선,안국역,서울특별시,종로구,안국동,율곡로,20.5,소매업,"631,200",19148877.0
880,3호선,안국역,서울특별시,종로구,안국동,율곡로,20.5,소매업,"653,800",19148877.0
881,3호선,안국역,서울특별시,종로구,안국동,율곡로,19.5,소매업,"742,300",19148877.0
882,3호선,안국역,서울특별시,종로구,안국동,율곡로,28.8,소매업,"795,400",19148877.0
883,3호선,안국역,서울특별시,종로구,안국동,율곡로,27.1,소매업,"810,500",19148877.0
884,3호선,안국역,서울특별시,종로구,안국동,율곡로,20.5,소매업,"827,400",19148877.0
885,3호선,안국역,서울특별시,종로구,안국동,율곡로,28.8,소매업,"930,000",19148877.0
886,3호선,안국역,서울특별시,종로구,안국동,율곡로,18.8,편의점,"1,301,600",19148877.0
887,3호선,안국역,서울특별시,종로구,안국동,율곡로,27.57,편의점,"1,480,000",19148877.0
888,3호선,안국역,서울특별시,종로구,안국동,율곡로,18.8,의류잡화,"4,222,200",19148877.0
889,6호선,안암역,서울특별시,성북구,안암동5가,인촌로,17.0,식당,"1,210,103",10028558.0
890,6호선,안암역,서울특별시,성북구,안암동6가,인촌로,31.0,식품제과,"2,136,200",10028558.0
891,6호선,안암역,서울특별시,성북구,안암동7가,인촌로,31.0,의류잡화,"2,136,200",10028558.0
892,6호선,안암역,서울특별시,성북구,안암동8가,인촌로,30.0,소매업,"4,528,547",10028558.0
893,6호선,안암역,서울특별시,성북구,안암동9가,인촌로,32.0,의류잡화,"4,628,416",10028558.0
894,6호선,안암역,서울특별시,성북구,안암동10가,인촌로,27.0,의류잡화,"5,131,205",10028558.0
895,6호선,안암역,서울특별시,성북구,안암동11가,인촌로,42.2,편의점,"14,660,052",10028558.0
896,6호선,안암역,서울특별시,성북구,안암동12가,인촌로,40.99,화장품,"15,628,019",10028558.0
897,8호선,암사역,서울특별시,강동구,암사동,올림픽로,46.46,식품제과,"7,620,400",12751478.0
898,8호선,암사역,서울특별시,강동구,암사동,올림픽로,35.0,편의점,"13,906,760",12751478.0
899,8호선,암사역,서울특별시,강동구,암사동,올림픽로,36.54,화장품,"14,971,057",12751478.0
900,3호선,압구정역,서울특별시,강남구,신사동,압구정로,12.3,카페,"7,212,907",25405481.0
901,3호선,압구정역,서울특별시,강남구,신사동,압구정로,37.0,편의점,"10,000,200",25405481.0
902,3호선,압구정역,서울특별시,강남구,신사동,압구정로,23.76,화장품,"20,412,826",25405481.0
903,5호선,애오개역,서울특별시,마포구,아현동,마포대로,32.2,편의점,"4,577,500",5260731.0
904,6호선,약수역,서울특별시,중구,신당동,다산로,33.0,사무실,"1,305,771",13039746.0
905,6호선,약수역,서울특별시,중구,신당동,다산로,46.0,사무실,"1,506,508",13039746.0
906,6호선,약수역,서울특별시,중구,신당동,다산로,39.0,사무실,"1,543,184",13039746.0
907,6호선,약수역,서울특별시,중구,신당동,다산로,85.0,사무실,"2,783,765",13039746.0
908,3호선,약수역,서울특별시,중구,신당동,다산로,11.57,카페,"3,246,217",13039746.0
909,3호선,약수역,서울특별시,중구,신당동,다산로,22.32,화장품,"5,217,168",13039746.0
910,6호선,약수역,서울특별시,중구,신당동,다산로,77.0,편의점,"10,564,528",13039746.0
911,3호선,양재역,서울특별시,서초구,서초동,남부순환로,21.0,의류잡화,"4,112,735",30206366.0
912,3호선,양재역,서울특별시,서초구,서초동,남부순환로,27.2,소매업,"4,391,600",30206366.0
913,3호선,양재역,서울특별시,서초구,서초동,남부순환로,40.0,의류잡화,"6,033,000",30206366.0
914,3호선,양재역,서울특별시,서초구,서초동,남부순환로,44.88,의류잡화,"6,220,358",30206366.0
915,3호선,양재역,서울특별시,서초구,서초동,남부순환로,44.98,의류잡화,"7,468,411",30206366.0
916,3호선,양재역,서울특별시,서초구,서초동,남부순환로,51.92,의류잡화,"8,750,000",30206366.0
917,3호선,양재역,서울특별시,서초구,서초동,남부순환로,20.0,카페,"13,648,143",30206366.0
918,2호선,양천구청역,서울특별시,양천구,신정동,목동로,18.84,화장품,"1,535,500",5179836.0
919,2호선,양천구청역,서울특별시,양천구,신정동,목동로,26.04,카페,"1,740,107",5179836.0
920,7호선,어린이대공원역,서울특별시,광진구,화양동,능동로,22.0,식품제과,"3,091,121",11779374.0
921,7호선,어린이대공원역,서울특별시,광진구,화양동,능동로,60.0,카페,"3,527,101",11779374.0
922,7호선,어린이대공원역,서울특별시,광진구,화양동,능동로,70.0,화장품,"4,114,951",11779374.0
923,7호선,어린이대공원역,서울특별시,광진구,화양동,능동로,30.0,의류잡화,"4,215,165",11779374.0
924,7호선,어린이대공원역,서울특별시,광진구,화양동,능동로,37.0,의류잡화,"4,560,333",11779374.0
925,7호선,어린이대공원역,서울특별시,광진구,화양동,능동로,37.0,식품제과,"4,682,655",11779374.0
926,7호선,어린이대공원역,서울특별시,광진구,화양동,능동로,58.0,식당,"4,961,497",11779374.0
927,7호선,어린이대공원역,서울특별시,광진구,화양동,능동로,46.0,카페,"5,669,603",11779374.0
928,7호선,어린이대공원역,서울특별시,광진구,화양동,능동로,56.0,카페,"6,902,125",11779374.0
929,7호선,어린이대공원역,서울특별시,광진구,화양동,능동로,35.6,편의점,"11,109,670",11779374.0
930,5호선,여의나루역,서울특별시,영등포구,여의도동,여의동로,33.39,편의점,"6,716,550",8697543.0
931,5호선,여의도역,서울특별시,영등포구,여의도동,여의나루로,47.0,사무실,"920,040",17329947.0
932,5호선,여의도역,서울특별시,영등포구,여의도동,여의나루로,23.65,의류잡화,"1,224,500",17329947.0
933,5호선,여의도역,서울특별시,영등포구,여의도동,여의나루로,35.24,편의점,"9,929,005",17329947.0
934,2호선,역삼역,서울특별시,강남구,역삼동,테헤란로,20.08,의류잡화,"676,990",35217625.0
935,2호선,역삼역,서울특별시,강남구,역삼동,테헤란로,21.55,의류잡화,"708,300",35217625.0
936,2호선,역삼역,서울특별시,강남구,역삼동,테헤란로,26.4,의류잡화,"1,276,710",35217625.0
937,2호선,역삼역,서울특별시,강남구,역삼동,테헤란로,21.0,카페,"2,274,690",35217625.0
938,2호선,역삼역,서울특별시,강남구,역삼동,테헤란로,22.5,카페,"2,682,315",35217625.0
939,2호선,역삼역,서울특별시,강남구,역삼동,테헤란로,13.0,카페,"4,175,760",35217625.0
940,2호선,역삼역,서울특별시,강남구,역삼동,테헤란로,23.18,의류잡화,"5,020,000",35217625.0
941,2호선,역삼역,서울특별시,강남구,역삼동,테헤란로,25.8,식품제과,"6,271,900",35217625.0
942,2호선,역삼역,서울특별시,강남구,역삼동,테헤란로,52.32,의류잡화,"13,500,000",35217625.0
943,6호선,역촌역,서울특별시,은평구,녹번동,서오릉로,37.0,사무실,"1,246,160",3137638.0
944,6호선,역촌역,서울특별시,은평구,녹번동,서오릉로,37.0,사무실,"1,246,160",3137638.0
945,6호선,역촌역,서울특별시,은평구,녹번동,서오릉로,72.0,사무실,"2,424,959",3137638.0
946,6호선,역촌역,서울특별시,은평구,녹번동,서오릉로,31.5,편의점,"3,889,667",3137638.0
947,6호선,연신내역,서울특별시,은평구,갈현동,통일로,12.0,식품제과,"1,555,000",30289027.0
948,3호선,연신내역,서울특별시,은평구,갈현동,통일로,22.0,식품제과,"1,583,300",30289027.0
949,3호선,연신내역,서울특별시,은평구,갈현동,통일로,19.96,의류잡화,"1,715,000",30289027.0
950,3호선,연신내역,서울특별시,은평구,갈현동,통일로,38.88,의류잡화,"2,179,640",30289027.0
951,3호선,연신내역,서울특별시,은평구,갈현동,통일로,29.9,의류잡화,"2,565,000",30289027.0
952,6호선,연신내역,서울특별시,은평구,갈현동,통일로,18.32,식품제과,"2,684,183",30289027.0
953,3호선,연신내역,서울특별시,은평구,갈현동,통일로,33.7,소매업,"2,872,731",30289027.0
954,6호선,연신내역,서울특별시,은평구,갈현동,통일로,14.17,의류잡화,"3,550,000",30289027.0
955,3호선,연신내역,서울특별시,은평구,갈현동,통일로,20.0,카페,"4,743,799",30289027.0
956,3호선,연신내역,서울특별시,은평구,갈현동,통일로,38.3,카페,"7,330,574",30289027.0
957,6호선,연신내역,서울특별시,은평구,갈현동,통일로,35.0,화장품,"7,920,652",30289027.0
958,6호선,연신내역,서울특별시,은평구,갈현동,통일로,44.0,편의점,"11,916,787",30289027.0
959,5호선,영등포구청역,서울특별시,영등포구,당산동3가,당산로,24.8,식품제과,"5,885,383",18558284.0
960,5호선,영등포구청역,서울특별시,영등포구,당산동4가,당산로,34.33,편의점,"6,300,716",18558284.0
961,5호선,영등포구청역,서울특별시,영등포구,당산동5가,당산로,313.4,의류잡화,"15,593,692",18558284.0
962,5호선,영등포시장역,서울특별시,영등포구,영등포동5가,양산로,37.3,편의점,"6,361,705",7145019.0
963,5호선,오금역,서울특별시,송파구,오금동,오금로,27.38,편의점,"3,373,245",7483436.0
964,5호선,오목교역,서울특별시,양천구,목동,오목로,43.51,편의점,"12,003,739",18515363.0
965,5호선,오목교역,서울특별시,양천구,목동,오목로,49.91928468,소매업,"176,500,000",18515363.0
966,3호선,옥수역,서울특별시,성동구,옥수동,동호로,18.9,편의점,"837,200",7625017.0
967,3호선,옥수역,서울특별시,성동구,옥수동,동호로,11.6,식품제과,"2,260,000",7625017.0
968,3호선,옥수역,서울특별시,성동구,옥수동,동호로,41.64,화장품,"6,691,754",7625017.0
969,7호선,온수역,서울특별시,구로구,온수동,경인로3길,13.5,의류잡화,"2,500,000",7717359.0
970,7호선,온수역,서울특별시,구로구,온수동,경인로4길,27.0,카페,"3,171,601",7717359.0
971,7호선,온수역,서울특별시,구로구,온수동,경인로5길,27.0,카페,"3,171,601",7717359.0
972,7호선,온수역,서울특별시,구로구,온수동,경인로6길,23.1,의류잡화,"3,200,000",7717359.0
973,7호선,온수역,서울특별시,구로구,온수동,경인로7길,41.0,식품제과,"4,100,281",7717359.0
974,7호선,온수역,서울특별시,구로구,온수동,경인로8길,37.0,카페,"4,346,269",7717359.0
975,7호선,온수역,서울특별시,구로구,온수동,경인로9길,37.0,카페,"4,346,269",7717359.0
976,7호선,온수역,서울특별시,구로구,온수동,경인로10길,29.81,편의점,"5,686,010",7717359.0
977,7호선,온수역,서울특별시,구로구,온수동,경인로11길,35.0,카페,"5,843,375",7717359.0
978,7호선,온수역,서울특별시,구로구,온수동,경인로12길,60.0,의류잡화,"7,048,003",7717359.0
979,7호선,온수역,서울특별시,구로구,온수동,경인로13길,82.0,소매업,"10,470,965",7717359.0
980,5호선,올림픽공원역,서울특별시,송파구,방이동,양재대로,37.2,편의점,"5,832,764",4622841.0
981,5호선,왕십리역,서울특별시,성동구,행당동,왕십리로,50.0,사무실,"516,600",17322122.0
982,5호선,왕십리역,서울특별시,성동구,행당동,왕십리로,10.3,의류잡화,"650,000",17322122.0
983,2호선,왕십리역,서울특별시,성동구,행당동,왕십리로,12.35,소매업,"1,129,600",17322122.0
984,2호선,왕십리역,서울특별시,성동구,행당동,왕십리로,12.35,의류잡화,"1,538,900",17322122.0
985,5호선,왕십리역,서울특별시,성동구,행당동,왕십리로,84.48,의류잡화,"2,013,460",17322122.0
986,2호선,왕십리역,서울특별시,성동구,행당동,왕십리로,24.7,의류잡화,"2,101,000",17322122.0
987,2호선,왕십리역,서울특별시,성동구,행당동,왕십리로,24.5,의류잡화,"2,263,435",17322122.0
988,2호선,왕십리역,서울특별시,성동구,행당동,왕십리로,24.5,식품제과,"2,263,435",17322122.0
989,2호선,왕십리역,서울특별시,성동구,행당동,왕십리로,27.65,편의점,"2,554,448",17322122.0
990,5호선,왕십리역,서울특별시,성동구,행당동,왕십리로,53.7,소매업,"2,640,000",17322122.0
991,2호선,왕십리역,서울특별시,성동구,행당동,왕십리로,30.06,의류잡화,"2,777,096",17322122.0
992,5호선,왕십리역,서울특별시,성동구,행당동,왕십리로,53.7,의류잡화,"3,020,000",17322122.0
993,5호선,왕십리역,서울특별시,성동구,행당동,왕십리로,53.75,식당,"3,500,000",17322122.0
994,2호선,왕십리역,서울특별시,성동구,행당동,왕십리로,44.43,의류잡화,"4,104,670",17322122.0
995,2호선,왕십리역,서울특별시,성동구,행당동,왕십리로,19.0,식당,"4,211,100",17322122.0
996,5호선,왕십리역,서울특별시,성동구,행당동,왕십리로,40.0,편의점,"5,167,430",17322122.0
997,5호선,왕십리역,서울특별시,성동구,행당동,왕십리로,55.83,화장품,"5,514,788",17322122.0
998,5호선,왕십리역,서울특별시,성동구,행당동,왕십리로,37.0,의류잡화,"5,750,000",17322122.0
999,2호선,왕십리역,서울특별시,성동구,행당동,왕십리로,33.68,의류잡화,"5,760,100",17322122.0
1000,5호선,왕십리역,서울특별시,성동구,행당동,왕십리로,37.0,식품제과,"6,511,000",17322122.0
1001,5호선,왕십리역,서울특별시,성동구,행당동,왕십리로,73.57,식품제과,"9,105,000",17322122.0
1002,7호선,용마산역,서울특별시,중랑구,면목동,용마산로,35.0,의류잡화,"2,632,412",4540230.0
1003,7호선,용마산역,서울특별시,중랑구,면목동,용마산로,36.0,소매업,"2,707,623",4540230.0
1004,7호선,용마산역,서울특별시,중랑구,면목동,용마산로,58.0,사무실,"3,487,429",4540230.0
1005,7호선,용마산역,서울특별시,중랑구,면목동,용마산로,55.0,의류잡화,"3,488,875",4540230.0
1006,7호선,용마산역,서울특별시,중랑구,면목동,용마산로,55.0,화장품,"3,488,875",4540230.0
1007,7호선,용마산역,서울특별시,중랑구,면목동,용마산로,28.8,편의점,"5,239,850",4540230.0
1008,7호선,용마산역,서울특별시,중랑구,면목동,용마산로,66.0,식품제과,"5,666,297",4540230.0
1009,5호선,우장산역,서울특별시,강서구,화곡동,강서로,19.84,의류잡화,"1,309,401",11327003.0
1010,5호선,우장산역,서울특별시,강서구,화곡동,강서로,14.8,소매업,"2,100,000",11327003.0
1011,5호선,우장산역,서울특별시,강서구,화곡동,강서로,19.88,의류잡화,"3,000,500",11327003.0
1012,5호선,우장산역,서울특별시,강서구,화곡동,강서로,33.0,편의점,"6,729,856",11327003.0
1013,5호선,우장산역,서울특별시,강서구,화곡동,강서로,44.8,화장품,"12,076,635",11327003.0
1014,6호선,월곡역,서울특별시,성북구,하월곡동,월곡로,16.0,카페,"1,882,590",9256893.0
1015,6호선,월곡역,서울특별시,성북구,하월곡동,월곡로,42.0,카페,"2,777,900",9256893.0
1016,6호선,월곡역,서울특별시,성북구,하월곡동,월곡로,43.0,의류잡화,"2,844,041",9256893.0
1017,6호선,월곡역,서울특별시,성북구,하월곡동,월곡로,27.0,식품제과,"3,400,715",9256893.0
1018,6호선,월곡역,서울특별시,성북구,하월곡동,월곡로,30.0,화장품,"4,528,547",9256893.0
1019,6호선,월곡역,서울특별시,성북구,하월곡동,월곡로,58.0,화장품,"9,048,484",9256893.0
1020,6호선,월곡역,서울특별시,성북구,하월곡동,월곡로,35.0,편의점,"11,260,826",9256893.0
1021,6호선,월드컵경기장역,서울특별시,마포구,성산동,월드컵로,33.0,소매업,"3,035,495",5326668.0
1022,6호선,월드컵경기장역,서울특별시,마포구,성산동,월드컵로,43.0,편의점,"4,265,462",5326668.0
1023,6호선,월드컵경기장역,서울특별시,마포구,성산동,월드컵로,62.0,소매업,"5,703,051",5326668.0
1024,2호선,을지로3가역,서울특별시,중구,을지로3가,을지로,13.5,소매업,"400,000",23263824.0
1025,2호선,을지로3가역,서울특별시,중구,을지로4가,을지로,16.2,의류잡화,"834,200",23263824.0
1026,2호선,을지로3가역,서울특별시,중구,을지로5가,을지로,11.5,서점,"872,300",23263824.0
1027,3호선,을지로3가역,서울특별시,중구,을지로6가,을지로,54.3,사무실,"1,031,800",23263824.0
1028,2호선,을지로3가역,서울특별시,중구,을지로7가,을지로,22.8,의류잡화,"1,265,600",23263824.0
1029,2호선,을지로3가역,서울특별시,중구,을지로8가,을지로,18.96,의류잡화,"1,364,680",23263824.0
1030,2호선,을지로3가역,서울특별시,중구,을지로9가,을지로,27.9,식당,"1,525,800",23263824.0
1031,2호선,을지로3가역,서울특별시,중구,을지로10가,을지로,13.0,소매업,"1,530,000",23263824.0
1032,3호선,을지로3가역,서울특별시,중구,을지로11가,을지로,10.2,의류잡화,"1,621,000",23263824.0
1033,3호선,을지로3가역,서울특별시,중구,을지로12가,을지로,26.4,의류잡화,"1,998,000",23263824.0
1034,3호선,을지로3가역,서울특별시,중구,을지로13가,을지로,20.0,의류잡화,"2,221,600",23263824.0
1035,2호선,을지로4가역,서울특별시,중구,을지로4가,을지로,14.9,의류잡화,"635,200",12873123.0
1036,2호선,을지로4가역,서울특별시,중구,을지로5가,을지로,14.9,소매업,"660,000",12873123.0
1037,2호선,을지로4가역,서울특별시,중구,을지로6가,을지로,14.9,의류잡화,"663,900",12873123.0
1038,2호선,을지로4가역,서울특별시,중구,을지로7가,을지로,23.2,의류잡화,"705,000",12873123.0
1039,5호선,을지로4가역,서울특별시,중구,을지로8가,을지로,19.6,의류잡화,"799,000",12873123.0
1040,5호선,을지로4가역,서울특별시,중구,을지로9가,을지로,41.45,화장품,"950,000",12873123.0
1041,2호선,을지로4가역,서울특별시,중구,을지로10가,을지로,22.84,소매업,"1,356,400",12873123.0
1042,5호선,을지로4가역,서울특별시,중구,을지로11가,을지로,16.8,의류잡화,"1,500,000",12873123.0
1043,2호선,을지로4가역,서울특별시,중구,을지로12가,을지로,38.0,카페,"2,143,653",12873123.0
1044,5호선,을지로4가역,서울특별시,중구,을지로13가,을지로,34.98,편의점,"5,063,194",12873123.0
1045,2호선,을지로입구역,서울특별시,중구,을지로1가,을지로,19.97,의류잡화,"3,300,000",36047023.0
1046,2호선,을지로입구역,서울특별시,중구,을지로2가,을지로,17.6,식품제과,"4,503,660",36047023.0
1047,2호선,을지로입구역,서울특별시,중구,을지로3가,을지로,40.0,의류잡화,"6,723,839",36047023.0
1048,2호선,을지로입구역,서울특별시,중구,을지로4가,을지로,17.2,편의점,"7,153,000",36047023.0
1049,2호선,을지로입구역,서울특별시,중구,을지로5가,을지로,26.82,의류잡화,"7,711,100",36047023.0
1050,2호선,을지로입구역,서울특별시,중구,을지로6가,을지로,19.47,의류잡화,"11,408,319",36047023.0
1051,2호선,을지로입구역,서울특별시,중구,을지로7가,을지로,16.0,카페,"11,626,196",36047023.0
1052,2호선,을지로입구역,서울특별시,중구,을지로8가,을지로,16.7,소매업,"12,110,000",36047023.0
1053,2호선,을지로입구역,서울특별시,중구,을지로9가,을지로,17.2,소매업,"12,150,000",36047023.0
1054,2호선,을지로입구역,서울특별시,중구,을지로10가,을지로,16.7,소매업,"14,403,100",36047023.0
1055,2호선,을지로입구역,서울특별시,중구,을지로11가,을지로,32.51,의류잡화,"15,111,000",36047023.0
1056,2호선,을지로입구역,서울특별시,중구,을지로12가,을지로,75.95,식품제과,"16,137,100",36047023.0
1057,2호선,을지로입구역,서울특별시,중구,을지로13가,을지로,33.9,화장품,"18,040,000",36047023.0
1058,2호선,을지로입구역,서울특별시,중구,을지로14가,을지로,180.0,소매업,"59,400,000",36047023.0
1059,6호선,응암역,서울특별시,은평구,역촌동,증산로,15.0,의류잡화,"2,541,824",13118047.0
1060,6호선,응암역,서울특별시,은평구,역촌동,증산로,30.0,의류잡화,"5,083,648",13118047.0
1061,6호선,응암역,서울특별시,은평구,역촌동,증산로,31.0,화장품,"5,253,103",13118047.0
1062,6호선,응암역,서울특별시,은평구,역촌동,증산로,34.64,식품제과,"5,701,434",13118047.0
1063,6호선,응암역,서울특별시,은평구,역촌동,증산로,50.0,화장품,"8,472,747",13118047.0
1064,6호선,응암역,서울특별시,은평구,역촌동,증산로,38.8,편의점,"16,641,024",13118047.0
1065,2호선,이대역,서울특별시,마포구,염리동,신촌로,20.0,식품제과,"3,200,000",15015145.0
1066,2호선,이대역,서울특별시,마포구,염리동,신촌로,14.6,의류잡화,"3,510,000",15015145.0
1067,2호선,이대역,서울특별시,마포구,염리동,신촌로,33.0,의류잡화,"6,111,073",15015145.0
1068,2호선,이대역,서울특별시,마포구,염리동,신촌로,14.5,의류잡화,"7,629,624",15015145.0
1069,2호선,이대역,서울특별시,마포구,염리동,신촌로,21.13,의류잡화,"7,700,000",15015145.0
1070,2호선,이대역,서울특별시,마포구,염리동,신촌로,27.66,의류잡화,"8,478,400",15015145.0
1071,2호선,이대역,서울특별시,마포구,염리동,신촌로,13.51,화장품,"10,623,876",15015145.0
1072,7호선,이수역,서울특별시,동작구,사당동,사당로,27.22,식품제과,"4,545,570",12326336.0
